"","image","plate","column","row","particles","area","perim","mean","circ","AR","round","solidity","r","g","b","sqmm"
"191","IMG_2104.jpg",2,12,"G",1,6101,344.392,77.645,0.646,1.191,0.84,0.884,92.771,107.205,32.941,8.70393505161556
"192","IMG_2104.jpg",2,12,"H",3,5301,532.642,95.7326666666667,0.67,1.873,0.582333333333333,0.882666666666667,112.617333333333,119.982,54.5476666666667,7.56262247313786
"193","IMG_2106 2.jpg",3,1,"A",1,326,84.083,98.132,0.579,1.368,0.731,0.86,108.485,114.006,71.837,0.185821285917257
"194","IMG_2106 2.jpg",3,1,"B",2,17405,850.649,74.1225,0.5905,2.2045,0.465,0.874,86.252,97.4365,38.6635,9.9209186545701
"195","IMG_2106 2.jpg",3,1,"C",1,15064,727.879,76.488,0.357,1.671,0.599,0.728,89.65,99.222,40.518,8.58653942042195
"196","IMG_2106 2.jpg",3,1,"D",2,14734,744.507,81.7195,0.5945,1.6765,0.6115,0.8735,94.7,103.6365,46.8995,8.39843811872657
"197","IMG_2106 2.jpg",3,1,"E",1,7520,498.257,99.297,0.381,1.165,0.858,0.807,114.252,119.6,63.994,4.2864296628766
"198","IMG_2106 2.jpg",3,1,"F",1,13143,610.784,75.197,0.443,2.528,0.396,0.797,86.755,97.759,41.216,7.49156184297701
"199","IMG_2106 2.jpg",3,1,"G",3,16022,876.833,73.99,0.745,1.61466666666667,0.620666666666667,0.947666666666667,87.2646666666667,94.9246666666667,39.73,9.13260319928309
"200","IMG_2106 2.jpg",3,1,"H",2,17701,799.72,66.212,0.6685,1.668,0.601,0.9065,76.4665,87.2365,34.84,10.0896398221514
"201","IMG_2106 2.jpg",3,2,"A",2,24876,1122.715,69.8325,0.512,2.1755,0.462,0.8455,80.84,92.882,35.7085,14.1794181241647
"202","IMG_2106 2.jpg",3,2,"B",1,12082,489.085,70.652,0.635,1.652,0.605,0.886,81.549,94.837,35.491,6.88678765782913
"203","IMG_2106 2.jpg",3,2,"C",2,9557,624.867,73.1765,0.5255,2.433,0.4275,0.8645,84.614,94.7305,40.0905,5.44752769788719
"204","IMG_2106 2.jpg",3,2,"D",1,14500,603.227,76.262,0.501,1.904,0.525,0.843,88.132,99.737,41.044,8.2650571957062
"205","IMG_2106 2.jpg",3,2,"E",3,24191,1417.835,76.3423333333333,0.480666666666667,2.89133333333333,0.354666666666667,0.804666666666667,88.252,99.4786666666667,41.342,13.7889654221606
"206","IMG_2106 2.jpg",3,2,"F",2,6626,520.014,85.3145,0.553,1.9295,0.534,0.8775,98.267,105.3265,52.2435,3.77684613646547
"207","IMG_2106 2.jpg",3,2,"G",3,13813,832.934,84.7643333333333,0.670333333333333,1.63166666666667,0.664666666666667,0.899333333333333,98.834,106.841,48.578,7.87346448581309
"208","IMG_2106 2.jpg",3,2,"H",2,32894,1379.291,67.248,0.504,1.8565,0.547,0.7975,77.6855,89.3795,34.5565,18.7497097514179
"209","IMG_2106 2.jpg",3,3,"A",4,13427,1122.312,73.40775,0.4635,1.372,0.74525,0.76,91.91525,92.99275,35.2085,7.65344296322395
"210","IMG_2106 2.jpg",3,3,"B",2,6118,599.068,86.0105,0.536,1.6765,0.5995,0.8395,105.2015,105.126,47.614,3.48728413264349
"211","IMG_2106 2.jpg",3,3,"C",1,7459,373.103,54.23,0.673,1.439,0.695,0.914,60.94,72.979,28.86,4.25165942226018
"212","IMG_2106 2.jpg",3,3,"D",1,734,125.539,94.287,0.585,1.777,0.563,0.841,110.417,111.424,60.845,0.418382895286093
"213","IMG_2106 2.jpg",3,3,"E",1,6470,359.931,57.489,0.628,1.805,0.554,0.895,65.196,76.657,30.691,3.68792552111856
"214","IMG_2106 2.jpg",3,3,"F",1,11561,812.933,75.78,0.22,1.778,0.562,0.67,90.393,96.933,39.903,6.58981560272824
"215","IMG_2106 2.jpg",3,3,"G",3,10221,772.021,74.0526666666667,0.660666666666667,2.02066666666667,0.522666666666667,0.894,88.3883333333333,94.7036666666667,39.0213333333333,5.82601031705608
"216","IMG_2106 2.jpg",3,3,"H",1,3580,317.605,86.394,0.446,1.326,0.754,0.874,107.049,104.816,47.265,2.04061412142264
"217","IMG_2106 2.jpg",3,4,"A",1,6044,418.032,61.568,0.435,2.433,0.411,0.792,70.472,81.449,32.905,3.44510384074816
"218","IMG_2106 2.jpg",3,4,"B",3,10108,690.021,59.8386666666667,0.733333333333333,1.546,0.657333333333333,0.933333333333333,69.8853333333333,78.2913333333333,31.278,5.76159987132402
"219","IMG_2106 2.jpg",3,4,"C",1,3500,249.765,58.651,0.705,1.513,0.661,0.913,68.073,78.402,29.444,1.99501380586012
"220","IMG_2106 2.jpg",3,4,"D",1,9637,569.227,70.091,0.374,2.711,0.369,0.751,80.441,92.827,36.932,5.4931280134497
"221","IMG_2106 2.jpg",3,4,"E",1,7791,418.659,66.27,0.559,1.176,0.85,0.854,77.399,88.505,32.797,4.44090073184462
"222","IMG_2106 2.jpg",3,4,"F",1,5550,417.103,72.514,0.401,2.37,0.422,0.814,86.017,93.935,37.592,3.16352189214962
"223","IMG_2106 2.jpg",3,4,"G",2,8975,601.654,70.1055,0.613,1.575,0.6365,0.888,83.9215,90.577,35.8185,5.11578540216987
"224","IMG_2106 2.jpg",3,4,"H",1,6214,442.174,65.605,0.399,1.809,0.553,0.804,77.384,82.338,37.136,3.54200451131851
"225","IMG_2106 2.jpg",3,5,"A",2,13206,792.181,69.221,0.5475,1.719,0.6035,0.8445,83.426,92.004,32.2335,7.52747209148249
"226","IMG_2106 2.jpg",3,5,"B",1,7586,526.316,70.092,0.344,1.448,0.691,0.8,82.993,91.922,35.229,4.32404992321567
"227","IMG_2106 2.jpg",3,5,"C",1,6079,343.99,67.825,0.646,1.477,0.677,0.895,83.276,89.002,31.248,3.46505397880676
"228","IMG_2106 2.jpg",3,5,"D",1,4168,264.836,51.435,0.747,1.67,0.599,0.941,57.708,68.951,27.7,2.37577644080714
"229","IMG_2106 2.jpg",3,5,"E",2,4775,400.031,67.9605,0.726,1.3715,0.7505,0.9185,82.915,89.038,31.9965,2.72176883513773
"230","IMG_2106 2.jpg",3,5,"F",1,6989,358.777,62.175,0.682,1.922,0.52,0.94,71.999,83.991,30.623,3.98375756833039
"231","IMG_2106 2.jpg",3,5,"G",2,3001,329.061,70.1945,0.623,1.25,0.809,0.871,80.463,87.0945,42.9985,1.71058183753892
"232","IMG_2106 2.jpg",3,5,"H",2,6798,473.085,59.413,0.6945,1.453,0.7045,0.907,69.329,78.0095,30.9055,3.87488681492488
"233","IMG_2106 2.jpg",3,6,"A",1,7463,743.394,75.172,0.17,1.807,0.553,0.638,92.509,96.847,36.105,4.2539394380383
"234","IMG_2106 2.jpg",3,6,"B",1,2038,175.581,69.978,0.831,1.234,0.81,0.944,85.785,90.794,33.412,1.16166803895512
"235","IMG_2106 2.jpg",3,6,"C",1,9262,453.931,61.048,0.565,1.326,0.754,0.858,71.553,81.845,29.821,5.2793765342504
"236","IMG_2106 2.jpg",3,6,"D",1,3116,228.108,75.759,0.753,1.363,0.734,0.937,91.561,97.826,38.108,1.77613229116004
"237","IMG_2106 2.jpg",3,6,"E",1,3937,267.765,59.982,0.69,1.16,0.862,0.913,70.204,80.032,29.537,2.24410552962037
"238","IMG_2106 2.jpg",3,6,"F",1,5713,514.5,87.7,0.271,2.598,0.385,0.706,108.206,108.815,45.995,3.25643253510824
"239","IMG_2106 2.jpg",3,6,"G",2,5524,452.701,80.8395,0.537,1.338,0.7685,0.8675,95.7875,98.1405,48.555,3.1487017895918
"240","IMG_2106 2.jpg",3,6,"H",3,8887,710.808,74.686,0.614,1.58533333333333,0.641,0.870333333333333,87.9256666666667,92.784,43.271,5.06562505505111
"241","IMG_2107 2.jpg",3,7,"A",1,2744,235.48,63.136,0.622,1.41,0.709,0.864,76.497,84.999,27.919,1.55364907835395
"242","IMG_2107 2.jpg",3,7,"B",2,3700,355.706,69.542,0.6795,2.1185,0.475,0.902,82.877,91.299,34.5115,2.09493498174548
"243","IMG_2107 2.jpg",3,7,"C",1,4036,263.522,60.559,0.73,1.318,0.759,0.913,71.395,81.317,28.796,2.28517772603372
"244","IMG_2107 2.jpg",3,7,"D",2,4841,403.245,63.9175,0.7225,1.624,0.643,0.9205,77.131,84.7855,29.7885,2.74096763422429
"245","IMG_2107 2.jpg",3,7,"E",2,4595,368.132,73.847,0.768,1.65,0.609,0.935,91.1585,93.994,36.35,2.6016827678704
"246","IMG_2107 2.jpg",3,7,"F",1,5401,337.99,56.829,0.594,1.569,0.637,0.905,67.373,78.133,24.903,3.05803887470469
"247","IMG_2107 2.jpg",3,7,"G",1,5021,334.09,61.611,0.565,1.863,0.537,0.846,75.938,82.809,26.193,2.84288339009299
"248","IMG_2107 2.jpg",3,7,"H",1,1515,178.794,68.801,0.596,1.737,0.576,0.85,82.724,83.921,39.611,0.857790945228218
"249","IMG_2107 2.jpg",3,8,"A",2,7368,485.044,67.6675,0.788,1.397,0.7205,0.9505,82.389,89.5345,31.18,4.17175160689209
"250","IMG_2107 2.jpg",3,8,"B",2,6642,497.002,69.1655,0.6975,1.592,0.6485,0.9175,83.946,90.649,32.9925,3.760691391555
"251","IMG_2107 2.jpg",3,8,"C",2,10918,639.252,65.511,0.673,1.733,0.5775,0.9145,78.6185,88.8535,29.021,6.18175679208032
"252","IMG_2107 2.jpg",3,8,"D",1,15914,767.394,67.317,0.34,1.747,0.572,0.739,82.167,89.605,30.148,9.01048521608043
"253","IMG_2107 2.jpg",3,8,"E",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"254","IMG_2107 2.jpg",3,8,"F",3,10449,820.548,60.959,0.615,1.929,0.527666666666667,0.858,72.9646666666667,79.807,30.118,5.91620962817799
"255","IMG_2107 2.jpg",3,8,"G",1,8350,510.014,67.87,0.403,1.519,0.658,0.79,82.249,89.884,31.584,4.72775867502021
"256","IMG_2107 2.jpg",3,8,"H",1,5897,361.848,65.845,0.566,1.942,0.515,0.854,81.3,86.393,29.865,3.33887340198733
"257","IMG_2107 2.jpg",3,9,"A",3,11262,730.122,66.313,0.729,1.58,0.635333333333333,0.919333333333333,79.7703333333333,86.4733333333333,32.6843333333333,6.37652912551828
"258","IMG_2107 2.jpg",3,9,"B",3,5283,514.6,77.8273333333333,0.611,1.83966666666667,0.553,0.876333333333334,93.5006666666667,95.123,44.8083333333333,2.99122743474632
"259","IMG_2107 2.jpg",3,9,"C",1,4244,277.664,69.882,0.692,1.703,0.587,0.926,82.24,91.298,35.999,2.40294704392644
"260","IMG_2107 2.jpg",3,9,"D",1,7718,462.902,88.038,0.453,1.799,0.556,0.831,107.946,109.335,46.761,4.36992113219233
"261","IMG_2107 2.jpg",3,9,"E",1,7982,504.014,79.722,0.395,1.908,0.524,0.772,99.639,100.656,38.858,4.51939757413309
"262","IMG_2107 2.jpg",3,9,"F",1,6531,350.534,59.531,0.668,1.576,0.634,0.915,70.548,82.126,25.876,3.69784334210263
"263","IMG_2107 2.jpg",3,9,"G",1,2657,318.777,65.537,0.329,1.141,0.876,0.739,76.93,85.083,34.511,1.50438979635074
"264","IMG_2107 2.jpg",3,9,"H",1,3523,237.522,88.467,0.785,1.417,0.706,0.94,108.642,108.872,47.853,1.99471782180793
"265","IMG_2107 2.jpg",3,10,"A",2,6815,615.553,84.068,0.5285,2.111,0.4915,0.8175,101.204,103.7825,47.228,3.85864375691769
"266","IMG_2107 2.jpg",3,10,"B",2,9570,635.453,63.9665,0.6065,1.739,0.5755,0.864,74.998,84.6905,32.23,5.4185210203525
"267","IMG_2107 2.jpg",3,10,"C",1,3352,228.652,58.182,0.806,1.392,0.719,0.958,71.763,76.565,26.235,1.89789785373266
"268","IMG_2107 2.jpg",3,10,"D",1,1014,143.196,53.157,0.621,1.298,0.77,0.824,63.509,69.916,26.021,0.574125424727005
"269","IMG_2107 2.jpg",3,10,"E",3,6347,508.783,74.2506666666667,0.811666666666667,1.42466666666667,0.703,0.949666666666667,90.133,94.1653333333333,38.4226666666667,3.59366279165907
"270","IMG_2107 2.jpg",3,10,"F",1,6939,448.316,63.411,0.434,2.64,0.379,0.785,73.595,85.2,31.344,3.92885238873835
"271","IMG_2107 2.jpg",3,10,"G",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"272","IMG_2107 2.jpg",3,10,"H",1,3805,267.078,43.882,0.67,1.886,0.53,0.912,50.186,61.152,20.533,2.15438583933556
"273","IMG_2107 2.jpg",3,11,"A",2,6812,515.772,68.3535,0.609,1.9135,0.5385,0.8595,82.639,88.45,33.934,3.85694516098655
"274","IMG_2107 2.jpg",3,11,"B",1,5405,316.676,78.096,0.677,1.979,0.505,0.923,95.898,101.893,36.741,3.06030366927955
"275","IMG_2107 2.jpg",3,11,"C",1,1886,185.095,85.296,0.692,1.779,0.562,0.941,103.615,107.113,45.066,1.06785064204648
"276","IMG_2107 2.jpg",3,11,"D",1,6793,368.919,60.395,0.627,1.33,0.752,0.878,72.891,81.617,26.653,3.84618738675596
"277","IMG_2107 2.jpg",3,11,"E",2,13778,746.749,71.982,0.5725,1.8265,0.6015,0.865,86.6645,94.5555,34.714,7.8010849131052
"278","IMG_2107 2.jpg",3,11,"F",1,13009,789.578,63.839,0.262,1.633,0.612,0.735,75.727,86.088,29.65,7.36567815608837
"279","IMG_2107 2.jpg",3,11,"G",1,6386,369.848,70.695,0.587,2.029,0.493,0.862,84.006,91.221,36.882,3.61574453876396
"280","IMG_2107 2.jpg",3,11,"H",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"281","IMG_2107 2.jpg",3,12,"A",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"282","IMG_2107 2.jpg",3,12,"B",1,6061,365.404,73.511,0.57,1.166,0.858,0.843,91.025,94.383,35.405,3.43172997955659
"283","IMG_2107 2.jpg",3,12,"C",1,10677,564.742,63.047,0.421,1.484,0.674,0.808,73.114,84.636,31.48,6.045302918945
"284","IMG_2107 2.jpg",3,12,"D",1,3975,271.321,54.034,0.679,1.318,0.759,0.897,64.982,73.512,23.434,2.25063960876711
"285","IMG_2107 2.jpg",3,12,"E",7,26512,1756.15,64.06,0.749857142857143,1.65114285714286,0.637571428571429,0.925428571428571,76.2731428571429,85.1685714285714,30.781,15.011058442172
"286","IMG_2107 2.jpg",3,12,"F",1,10061,682.465,80,0.271,1.111,0.9,0.73,97.257,99.603,43.128,5.69652455441657
"287","IMG_2107 2.jpg",3,12,"G",2,10403,586.541,77.8265,0.715,1.2765,0.797,0.9245,96.83,97.4,39.2055,5.8901644905671
"288","IMG_2107 2.jpg",3,12,"H",1,3658,278.149,64.318,0.594,1.968,0.508,0.91,75.834,84.078,32.952,2.07115463870945
"289","IMG_2109 2.jpg",4,1,"A",1,16469,894.465,56.423,0.259,1.344,0.744,0.792,67.654,79.883,21.663,9.17077006535997
"290","IMG_2109 2.jpg",4,1,"B",2,19518,939.401,57.514,0.5475,1.6415,0.6115,0.86,70.3435,81.264,20.9885,10.8686070882079
"291","IMG_2109 2.jpg",4,1,"C",1,21539,1058.857,62.338,0.241,2.074,0.482,0.736,75.642,87.015,24.246,11.9940018481868
"292","IMG_2109 2.jpg",4,1,"D",2,8398,616.239,56.248,0.547,1.622,0.6265,0.851,67.0065,76.4935,25.3055,4.67643008129777
"293","IMG_2109 2.jpg",4,1,"E",1,14084,689.453,58.613,0.372,2.548,0.393,0.794,72.253,82.37,21.222,7.84268174148581
"294","IMG_2109 2.jpg",4,1,"F",1,17124,616.884,56.703,0.565,1.262,0.793,0.86,70.543,81.063,18.464,9.53550711028138
"295","IMG_2109 2.jpg",4,1,"G",2,19002,1078.07,73.789,0.525,1.7405,0.5815,0.82,93.3505,96.9925,30.9995,10.5812722558729
"296","IMG_2109 2.jpg",4,1,"H",3,31777,1653.357,49.3656666666667,0.551,1.97433333333333,0.510333333333333,0.838333333333333,61.7253333333333,72.0726666666667,14.3003333333333,17.6950367579661
"297","IMG_2109 2.jpg",4,2,"A",2,14680,865.702,74.753,0.5745,1.407,0.7195,0.8545,93.003,98.452,32.721,8.17456460984178
"298","IMG_2109 2.jpg",4,2,"B",3,11487,758.465,83.6876666666667,0.742333333333333,1.62966666666667,0.643333333333333,0.953,105.480333333333,108.153333333333,37.4263333333333,6.39654112215617
"299","IMG_2109 2.jpg",4,2,"C",2,20584,1158.338,61.0395,0.437,2.081,0.4815,0.7785,74.738,85.8865,22.428,11.4622096681869
"300","IMG_2109 2.jpg",4,2,"D",1,13090,727.838,61.245,0.311,2.647,0.378,0.685,74.34,86.667,22.769,7.28917239392568
"301","IMG_2109 2.jpg",4,2,"E",2,11579,710.909,62.3405,0.5595,2.49,0.4065,0.8565,76.4395,87.202,23.406,6.44777136358025
"302","IMG_2109 2.jpg",4,2,"F",2,13600,780.85,74.449,0.5615,2.048,0.4905,0.865,93.689,99.8085,29.874,7.57316612355914
"303","IMG_2109 2.jpg",4,2,"G",2,16377,920.732,64.86,0.5,1.981,0.507,0.816,81.8155,90.094,22.647,9.11953982393589
"304","IMG_2109 2.jpg",4,2,"H",2,5449,420.86,57.962,0.7435,1.388,0.7375,0.924,71.9945,79.655,22.108,3.03427810347601
"305","IMG_2109 2.jpg",4,3,"A",3,18883,1099.929,60.9486666666667,0.583666666666667,2.335,0.499666666666667,0.880333333333333,74.509,84.12,24.1626666666667,10.5150070522917
"306","IMG_2109 2.jpg",4,3,"B",2,25535,1253.023,69.4915,0.538,1.5065,0.6635,0.8385,86.822,96.0935,25.4975,14.2191762474326
"307","IMG_2109 2.jpg",4,3,"C",1,9196,449.872,64.252,0.571,1.398,0.715,0.861,79.812,89.747,23.274,5.12079674060661
"308","IMG_2109 2.jpg",4,3,"D",1,9726,550.156,65.486,0.404,1.821,0.549,0.794,80.4,91.259,24.714,5.41592747924531
"309","IMG_2109 2.jpg",4,3,"E",2,11650,625.37,63.8135,0.7335,1.439,0.6965,0.9305,77.784,89.5445,24.1505,6.48730774554883
"310","IMG_2109 2.jpg",4,3,"F",1,15143,728.423,58.167,0.359,1.432,0.698,0.79,70.558,84.465,19.529,8.43238636831295
"311","IMG_2109 2.jpg",4,3,"G",2,25536,1106.941,64.175,0.5605,1.6655,0.602,0.8625,80.469,89.0095,23.069,14.2197330978828
"312","IMG_2109 2.jpg",4,3,"H",2,17870,959.259,54.3705,0.594,1.6695,0.647,0.8625,67.2505,78.6955,17.103,9.95091754617661
"313","IMG_2109 2.jpg",4,4,"A",3,24926,1382.563,58.125,0.546666666666667,1.83533333333333,0.546333333333333,0.859,70.8223333333333,80.8503333333333,22.7103333333333,13.8800543232232
"314","IMG_2109 2.jpg",4,4,"B",1,13774,766.181,75.359,0.295,1.193,0.838,0.694,92.788,100.798,32.502,7.67005810190468
"315","IMG_2109 2.jpg",4,4,"C",3,20543,1203.266,72.0043333333333,0.618333333333333,1.68433333333333,0.598333333333333,0.871333333333333,92.5976666666667,97.8506666666667,25.5706666666667,11.4393787997261
"316","IMG_2109 2.jpg",4,4,"D",1,3389,241.622,71.796,0.729,1.788,0.559,0.929,92.453,94.761,28.11,1.88716617593691
"317","IMG_2109 2.jpg",4,4,"E",1,11399,658.34,62.548,0.331,1.823,0.549,0.768,77.252,86.89,23.413,6.34753828253314
"318","IMG_2109 2.jpg",4,4,"F",1,12629,704.867,71.877,0.319,1.408,0.71,0.773,88.389,98.005,29.184,7.03246433635503
"319","IMG_2109 2.jpg",4,4,"G",3,15076,916.389,89.2933333333333,0.682666666666667,1.30466666666667,0.776333333333333,0.905,111.463,113.341666666667,43.0906666666667,8.39507738814542
"320","IMG_2109 2.jpg",4,4,"H",1,14742,714.122,70.318,0.363,1.433,0.698,0.776,90.875,96.315,23.807,8.20908933775801
"321","IMG_2109 2.jpg",4,5,"A",1,15884,807.619,62.514,0.306,1.75,0.572,0.767,78.124,86.544,22.804,8.84501255195687
"322","IMG_2109 2.jpg",4,5,"B",1,15375,847.803,61.815,0.269,1.507,0.663,0.757,76.245,86.441,22.736,8.56157567277367
"323","IMG_2109 2.jpg",4,5,"C",3,16749,1024.774,73.1506666666667,0.663333333333333,1.74033333333333,0.586,0.883,92.9526666666667,99.1996666666667,27.2603333333333,9.32668819143324
"324","IMG_2109 2.jpg",4,5,"D",1,20869,1035.627,55.643,0.245,1.598,0.626,0.618,69.059,79.617,18.206,11.6209120465115
"325","IMG_2109 2.jpg",4,5,"E",2,16155,990.631,91.3935,0.53,1.7865,0.569,0.816,116.309,115.543,42.2485,8.99591902397779
"326","IMG_2109 2.jpg",4,5,"F",1,10860,492.115,65.368,0.564,1.682,0.595,0.854,81.921,88.953,25.188,6.04739588984208
"327","IMG_2109 2.jpg",4,5,"G",3,17836,1068.957,86.294,0.646,1.44533333333333,0.717666666666667,0.868333333333333,109.506666666667,110.586,38.7453333333333,9.93198463086771
"328","IMG_2109 2.jpg",4,5,"H",1,21313,943.134,62.672,0.301,1.401,0.714,0.731,79.236,88.955,19.803,11.8681536464277
"329","IMG_2109 2.jpg",4,6,"A",2,13220,786.021,62.489,0.5345,1.92,0.528,0.85,75.021,84.7535,27.76,7.3615629524597
"330","IMG_2109 2.jpg",4,6,"B",2,18281,939.076,71.13,0.5335,1.6055,0.658,0.8555,86.967,98.145,28.39,10.1797830812342
"331","IMG_2109 2.jpg",4,6,"C",1,5708,497.813,68.576,0.289,2.656,0.377,0.631,83.797,93.81,28.07,3.17850237009379
"332","IMG_2109 2.jpg",4,6,"D",1,16522,734.607,69.959,0.385,1.843,0.543,0.755,86.996,96.16,26.726,9.20028313922384
"333","IMG_2109 2.jpg",4,6,"E",2,10166,600.826,73.562,0.669,1.4365,0.7015,0.893,94.028,97.2065,29.4,5.66094167736046
"334","IMG_2109 2.jpg",4,6,"F",1,9831,522.357,70.196,0.453,1.291,0.775,0.868,86.438,96.311,27.924,5.47439677652279
"335","IMG_2109 2.jpg",4,6,"G",1,12405,655.311,63.48,0.363,1.879,0.532,0.757,78.662,88.325,23.433,6.90772983549641
"336","IMG_2109 2.jpg",4,6,"H",2,14696,852.59,66.9855,0.58,1.542,0.687,0.8195,86.124,88.7595,25.989,8.18347421704597
"337","IMG_2110 2.jpg",4,7,"A",2,36414,1714.996,71.2165,0.5405,1.201,0.839,0.823,85.593,96.2,31.7895,20.198937702181
"338","IMG_2110 2.jpg",4,7,"B",4,50393,2273.513,74.73625,0.53175,2.18575,0.6385,0.87725,90.79475,99.3925,34.092,27.9531242825837
"339","IMG_2110 2.jpg",4,7,"C",5,47921,2228.141,79.9072,0.5546,1.7466,0.581,0.859,95.6962,105.8666,38.1448,26.5818996437143
"340","IMG_2110 2.jpg",4,7,"D",2,33854,1382.645,73.8985,0.4795,1.382,0.725,0.8555,89.275,101.5105,30.9785,18.7788992412158
"341","IMG_2110 2.jpg",4,7,"E",4,27567,1636.878,95.414,0.546,1.981,0.56425,0.8805,112.28625,118.28825,55.702,15.2914844739941
"342","IMG_2110 2.jpg",4,7,"F",2,30379,1451.734,87.2495,0.491,1.462,0.689,0.7965,104.436,113.5085,43.9885,16.8513079709605
"343","IMG_2110 2.jpg",4,7,"G",2,18115,725.578,100.5835,0.529,1.7185,0.5855,0.8555,117.692,122.5345,61.6145,10.0484362188995
"344","IMG_2110 2.jpg",4,7,"H",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"345","IMG_2110 2.jpg",4,8,"A",1,16613,656.222,91.053,0.485,1.217,0.822,0.838,106.838,117.793,48.591,9.21527302813017
"346","IMG_2110 2.jpg",4,8,"B",2,33837,1259.207,75.683,0.5465,1.78,0.5965,0.882,91.747,104.6435,30.771,18.769469298311
"347","IMG_2110 2.jpg",4,8,"C",3,25672,1112.597,77.059,0.780666666666667,1.36766666666667,0.737,0.948666666666667,92.487,104.833333333333,33.9096666666667,14.2403231913657
"348","IMG_2110 2.jpg",4,8,"D",1,49850,1805.322,74.485,0.192,1.172,0.853,0.745,90.959,101.081,31.421,27.6519208121525
"349","IMG_2110 2.jpg",4,8,"E",1,20425,761.075,92.959,0.443,1.401,0.714,0.862,110.59,120.17,48.143,11.329799048911
"350","IMG_2110 2.jpg",4,8,"F",2,28328,1045.727,74.776,0.6345,1.4665,0.683,0.9,90.1555,101.732,32.4435,15.713613094617
"351","IMG_2110 2.jpg",4,8,"G",1,27618,940.715,77.931,0.392,1.425,0.702,0.792,94.242,105.936,33.735,15.3197743027087
"352","IMG_2110 2.jpg",4,8,"H",2,37691,1585.918,65.946,0.508,2.2705,0.4705,0.808,80.6945,93.1985,23.938,20.9072928250921
"353","IMG_2110 2.jpg",4,9,"A",2,5913,425.889,55.074,0.634,2.0915,0.5075,0.912,65.5135,73.1895,26.527,3.2799560233151
"354","IMG_2110 2.jpg",4,9,"B",2,3118,391.529,100.3405,0.525,1.222,0.8215,0.85,117.7415,121.723,61.508,1.72956246925359
"355","IMG_2110 2.jpg",4,9,"C",5,14854,1169.835,99.4266,0.5808,1.8302,0.6558,0.8868,115.802,123.1858,59.189,8.23955128874048
"356","IMG_2110 2.jpg",4,9,"D",1,13213,662.423,67.829,0.378,1.922,0.52,0.713,81.363,94.347,27.773,7.3292844471609
"357","IMG_2110 2.jpg",4,9,"E",4,10284,915.159,104.38025,0.4955,2.14825,0.52675,0.7055,123.073,125.97275,64.0695,5.70456075490825
"358","IMG_2110 2.jpg",4,9,"F",2,10486,594.056,68.3485,0.7595,1.428,0.7005,0.929,82.679,93.564,28.732,5.81661066471877
"359","IMG_2110 2.jpg",4,9,"G",2,10695,642.625,70.4415,0.6755,1.749,0.601,0.892,85.3445,94.292,31.6955,5.932543492196
"360","IMG_2110 2.jpg",4,9,"H",1,6000,380.96,83.972,0.52,2.683,0.373,0.887,101.628,106.265,44.071,3.32821514288696
"361","IMG_2110 2.jpg",4,10,"A",3,15435,892.815,89.198,0.67,1.58366666666667,0.632,0.916666666666667,108.279666666667,107.611,51.699,8.5618334550767
"362","IMG_2110 2.jpg",4,10,"B",1,1719,224.049,109.558,0.43,2.768,0.361,0.841,126.615,129.561,72.555,0.953533638437114
"363","IMG_2110 2.jpg",4,10,"C",2,5980,459.688,95.306,0.657,1.8135,0.614,0.905,110.717,117.7045,57.521,3.31712109241067
"364","IMG_2110 2.jpg",4,10,"D",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"365","IMG_2110 2.jpg",4,10,"E",2,21381,953.46,75.3325,0.5895,2.125,0.487,0.9115,89.3505,102.7645,33.8835,11.8600946616777
"366","IMG_2110 2.jpg",4,10,"F",1,2359,209.38,61.712,0.676,1.715,0.583,0.895,77.422,82.754,24.983,1.30854325367839
"367","IMG_2110 2.jpg",4,10,"G",3,9584,682.482,75.73,0.644333333333333,2.25066666666667,0.476666666666667,0.906,90.6683333333333,96.9316666666667,39.6506666666667,5.3162689882381
"368","IMG_2110 2.jpg",4,10,"H",1,10276,527.085,82.436,0.465,2.729,0.366,0.879,98.168,108.83,40.412,5.70012313471773
"369","IMG_2110 2.jpg",4,11,"A",2,14637,700.081,74.04,0.71,1.8375,0.547,0.9455,88.7595,100.1005,33.1755,8.11918084107274
"370","IMG_2110 2.jpg",4,11,"B",1,10825,790.288,72.839,0.218,1.887,0.53,0.761,87.701,92.659,38.178,6.00465482029189
"371","IMG_2110 2.jpg",4,11,"C",1,10553,590.642,79.48,0.38,2.092,0.478,0.765,95.794,106.102,36.566,5.85377573381435
"372","IMG_2110 2.jpg",4,11,"D",2,8860,563.955,91.1705,0.6725,1.5545,0.7095,0.922,109.334,115.4595,48.7975,4.91466436099641
"373","IMG_2110 2.jpg",4,11,"E",4,18394,1068.656,61.82725,0.79,1.259,0.82,0.94925,74.7265,84.92175,25.75975,10.2031982230438
"374","IMG_2110 2.jpg",4,11,"F",3,23496,1102.213,74.3286666666667,0.640666666666667,1.888,0.530333333333333,0.901666666666667,90.761,100.379666666667,31.864,13.0332904995453
